Respondent_Serial,comp,treatment,treatment_kantar,treatmentgroup,y,workp,org_strictp,org_weakp,cr1,cr2,cr3,crt,understanding1,understanding2,age,gender,education,indincome,occupation,stortingsvalg,leftp
543,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,3,62,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,working fulltime,Vil ikke oppgi parti,TRUE
1112,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,retired,H,FALSE
4273,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,NA,NA,0,NA,1 Ingen kontroll,62,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,H,FALSE
5181,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,69,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,retired,Vil ikke oppgi parti,TRUE
5533,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,47,1,Ja,1 Ingen kontroll,62,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,V,TRUE
6245,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,500,24,0,Ja,1 Ingen kontroll,30,Mann,Universitet/hoyskole II,200.000 - 299.999 kroner,working parttime,R,TRUE
3046,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,67,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,retired,Husker ikke/vet ikke,TRUE
5602,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,26,Kvinne,Videregaaende,Under 200.000 kroner,student,Ap,TRUE
96,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,24,2,Ja,1 Ingen kontroll,61,Kvinne,Videregaaende,500.000 - 599.999 kroner,working fulltime,H,FALSE
4261,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,NA,NA,0,Ja,1 Ingen kontroll,52,Mann,Universitet/hoyskole I,1.000.000 kroner eller mer,working fulltime,Vil ikke oppgi parti,TRUE
6986,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,63,Kvinne,Fagutdanning,200.000 - 299.999 kroner,national insurance,Andre partier og lister,TRUE
179,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,37,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,self-employed,KrF,TRUE
5631,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,55,Mann,Fagutdanning,300.000-399.000 kroner,working parttime,Frp,FALSE
5737,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,26,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
1708,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,26,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,V,TRUE
5950,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,NA,1,47,1,NA,1 Ingen kontroll,68,Mann,Grunnskole,Under 200.000 kroner,retired,Vil ikke oppgi parti,TRUE
5405,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,105,1,47,1,Ja,Vet ikke,75,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,retired,Ap,TRUE
5474,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,4,40,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,R,TRUE
6942,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,29,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,H,FALSE
5754,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,47,1,NA,1 Ingen kontroll,47,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
1278,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,46,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,KrF,TRUE
178,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,100,47,2,Ja,1 Ingen kontroll,24,Kvinne,Videregaaende,Under 200.000 kroner,student,H,FALSE
1603,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,24,0,Ja,3,21,Kvinne,Videregaaende,Under 200.000 kroner,student,Stemte ikke,TRUE
1320,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,20,Mann,Grunnskole,Under 200.000 kroner,student,Stemte ikke,TRUE
5,1,Base (nw),T2 NO CHOICE – NO WORK,Base,1,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,28,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,Ap,TRUE
6831,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,100,47,2,NA,3,22,Mann,Videregaaende,Under 200.000 kroner,student,Ap,TRUE
1494,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,47,1,NA,1 Ingen kontroll,75,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,retired,Frp,FALSE
192,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,5,5,47,3,Nei,1 Ingen kontroll,30,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
6308,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,100,47,1,NA,7 Full kontroll,34,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,Sp,TRUE
5886,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,1,47,2,NA,1 Ingen kontroll,63,Mann,Videregaaende,200.000 - 299.999 kroner,self-employed,H,FALSE
414,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,NA,47,2,NA,1 Ingen kontroll,42,Mann,Universitet/hoyskole II,300.000-399.000 kroner,working parttime,SV,TRUE
2198,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,58,Kvinne,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,H,FALSE
1040,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,65,Kvinne,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Ap,TRUE
3147,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,100,NA,1,Ja,1 Ingen kontroll,76,Mann,Fagutdanning,400.000 - 499.000 kr,retired,Ap,TRUE
579,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,100,47,2,NA,1 Ingen kontroll,69,Mann,Videregaaende,500.000 - 599.999 kroner,retired,Frp,FALSE
3169,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,5,47,2,NA,4,39,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,V,TRUE
4281,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,24,0,Nei,1 Ingen kontroll,56,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,Ap,TRUE
3594,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,53,Kvinne,Grunnskole,600.000 - 699.999 kroner,working fulltime,Stemte ikke,TRUE
33,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,57,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,KrF,TRUE
2274,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,3,20,Mann,Videregaaende,Under 200.000 kroner,student,Andre partier og lister,TRUE
2704,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,4,25,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,SV,TRUE
5745,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,1,1,0,NA,1 Ingen kontroll,26,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,MDG,TRUE
2518,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,29,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Sp,TRUE
7057,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,3,TRUE,FALSE,FALSE,10,100,47,1,NA,3,29,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,H,FALSE
3863,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,27,Mann,Universitet/hoyskole I,Under 200.000 kroner,self-employed,MDG,TRUE
4875,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,8,TRUE,FALSE,FALSE,10,100,24,0,NA,Vet ikke,20,Kvinne,Videregaaende,Under 200.000 kroner,student,Stemte ikke,TRUE
6095,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,71,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Ap,TRUE
1259,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,100,24,1,Ja,1 Ingen kontroll,72,Kvinne,Videregaaende,300.000-399.000 kroner,retired,Ap,TRUE
7034,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,19,Kvinne,Videregaaende,Under 200.000 kroner,working fulltime,Stemte ikke,TRUE
2272,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,5,25,Mann,Grunnskole,200.000 - 299.999 kroner,unemployed,H,FALSE
4460,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,5,47,3,NA,4,29,Mann,Fagutdanning,Under 200.000 kroner,unemployed,Stemte ikke,TRUE
601,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,2,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,72,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,H,FALSE
5394,1,Base (w),T1 NO CHOICE,Base,8,TRUE,TRUE,TRUE,10,NA,NA,0,NA,1 Ingen kontroll,66,Mann,Fagutdanning,200.000 - 299.999 kroner,national insurance,Frp,FALSE
1233,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,105,5,47,2,NA,1 Ingen kontroll,33,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,R,TRUE
1804,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,3,TRUE,FALSE,FALSE,10,5,24,1,NA,1 Ingen kontroll,23,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,student,H,FALSE
99,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,1,NA,0,NA,1 Ingen kontroll,39,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
1924,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,12,1,Nei,7 Full kontroll,38,Mann,Videregaaende,200.000 - 299.999 kroner,national insurance,H,FALSE
722,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,NA,1,24,0,NA,1 Ingen kontroll,60,Kvinne,Videregaaende,300.000-399.000 kroner,working fulltime,Stemte ikke,TRUE
7095,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,NA,5,38,1,NA,2,23,Mann,Fagutdanning,400.000 - 499.000 kr,working fulltime,Stemte ikke,TRUE
6947,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,7,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,4,26,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,Stemte ikke,TRUE
2731,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,105,5,36,1,Ja,3,25,Mann,Videregaaende,500.000 - 599.999 kroner,self-employed,H,FALSE
3813,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,1 Ingen kontroll,61,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
6268,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,0,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,31,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,H,FALSE
4686,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,41,Mann,Videregaaende,300.000-399.000 kroner,unemployed,Frp,FALSE
1269,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,100,24,1,Ja,1 Ingen kontroll,51,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,self-employed,Ap,TRUE
5880,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,65,Mann,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Ap,TRUE
2220,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,10,5,24,1,NA,1 Ingen kontroll,29,Mann,Universitet/hoyskole I,Under 200.000 kroner,national insurance,H,FALSE
5448,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,24,0,Vet ikke,1 Ingen kontroll,58,Kvinne,Fagutdanning,400.000 - 499.000 kr,working parttime,Ap,TRUE
772,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,20,NA,0,NA,1 Ingen kontroll,62,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,Ap,TRUE
2156,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,29,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Frp,FALSE
4094,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,27,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,V,TRUE
848,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,100,24,1,NA,1 Ingen kontroll,41,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
3577,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,5,29,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
4398,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,1,24,0,Ja,1 Ingen kontroll,69,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,retired,Ap,TRUE
3719,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,60,Mann,Videregaaende,300.000-399.000 kroner,working parttime,H,FALSE
4959,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,5,47,2,NA,3,52,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,H,FALSE
824,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,3,TRUE,FALSE,FALSE,5,5,47,3,NA,4,23,Kvinne,Videregaaende,Under 200.000 kroner,student,Ap,TRUE
1736,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,26,Mann,Videregaaende,Under 200.000 kroner,student,H,FALSE
4864,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,1,47,2,NA,1 Ingen kontroll,29,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,SV,TRUE
1793,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,60,Kvinne,Grunnskole,300.000-399.000 kroner,working fulltime,H,FALSE
2863,1,Base (nw),T2 NO CHOICE – NO WORK,Base,3,FALSE,FALSE,TRUE,10,5,24,1,NA,2,30,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,H,FALSE
4477,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,4,29,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,H,FALSE
5071,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,5,100,47,2,NA,1 Ingen kontroll,30,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,H,FALSE
6911,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,1,NA,0,NA,3,27,Mann,Fagutdanning,Under 200.000 kroner,working fulltime,V,TRUE
3279,1,Base (w),T1 NO CHOICE,Base,2,TRUE,TRUE,TRUE,100,100,24,0,NA,1 Ingen kontroll,69,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,Sp,TRUE
3724,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,69,Kvinne,Fagutdanning,200.000 - 299.999 kroner,retired,Hadde ikke stemmerett,TRUE
5092,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,69,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,SV,TRUE
1183,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,21,Mann,Fagutdanning,Under 200.000 kroner,student,SV,TRUE
1766,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,24,Mann,Videregaaende,Under 200.000 kroner,student,V,TRUE
1024,1,Base (w),T1 NO CHOICE,Base,6,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,44,Mann,Fagutdanning,400.000 - 499.000 kr,working fulltime,Frp,FALSE
154,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,100,24,1,NA,1 Ingen kontroll,27,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,H,FALSE
5436,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,56,Kvinne,Fagutdanning,200.000 - 299.999 kroner,national insurance,H,FALSE
2665,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Nei,1 Ingen kontroll,30,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
4520,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,31,Mann,Videregaaende,200.000 - 299.999 kroner,student,V,TRUE
4122,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,59,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
1226,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,1,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,28,Mann,Fagutdanning,400.000 - 499.000 kr,working fulltime,Frp,FALSE
1779,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,100,24,0,Ja,1 Ingen kontroll,46,Kvinne,Videregaaende,600.000 - 699.999 kroner,working fulltime,H,FALSE
2094,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,24,0,NA,3,41,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
4153,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,10,100,24,0,NA,5,23,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,Husker ikke/vet ikke,TRUE
541,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,3,66,Mann,Fagutdanning,300.000-399.000 kroner,retired,Ap,TRUE
255,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,2,TRUE,FALSE,FALSE,10,5,NA,1,NA,Vet ikke,70,Mann,Grunnskole,300.000-399.000 kroner,retired,H,FALSE
2465,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,66,Kvinne,Grunnskole,Under 200.000 kroner,national insurance,Vil ikke oppgi parti,TRUE
6210,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,59,Kvinne,Videregaaende,300.000-399.000 kroner,working parttime,H,FALSE
309,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,67,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,retired,Vil ikke oppgi parti,TRUE
5026,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,6,TRUE,TRUE,TRUE,10,100,47,1,Ja,1 Ingen kontroll,41,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,H,FALSE
5144,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,22,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Vil ikke oppgi parti,TRUE
1507,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,7 Full kontroll,56,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,self-employed,Hadde ikke stemmerett,TRUE
586,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,105,1,NA,0,Ja,1 Ingen kontroll,29,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,Sp,TRUE
6694,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,70,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,V,TRUE
6987,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,5,NA,1,NA,1 Ingen kontroll,75,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,retired,Stemte ikke,TRUE
1249,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,1,FALSE,FALSE,TRUE,5,500,24,1,Ja,1 Ingen kontroll,20,Kvinne,Videregaaende,Under 200.000 kroner,student,Hadde ikke stemmerett,TRUE
6080,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,69,Kvinne,Universitet/hoyskole I,Onsker ikke aa svare,retired,Ap,TRUE
5110,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,NA,NA,0,NA,Vet ikke,39,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,unemployed,Stemte ikke,TRUE
377,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,71,Kvinne,Videregaaende,300.000-399.000 kroner,retired,V,TRUE
1327,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,3,TRUE,FALSE,FALSE,5,NA,47,2,NA,1 Ingen kontroll,75,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,retired,H,FALSE
5363,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,1,24,1,NA,1 Ingen kontroll,69,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,retired,V,TRUE
5404,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,67,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,retired,Vil ikke oppgi parti,TRUE
